;I1;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;I2;G20;I3;I4;I5;I6;I7;I8;I9;Kingdom;Phylum;Class;Order;Family;Genus;Species
d7520dd99322ba43ae4332d331315af1;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
43a54829cc0d7a58a61ad7f833cc2b22;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;29;d__Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;uncultured_bacterium
7dbf9a0c6330a8b86b6c008ceb5b31e2;0;51;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
707940842caa2afe60491008e04a8173;0;11;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
7793e6c94c77f08fae41afe3b01f1f9d;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;uncultured_bacterium
781430c159ecc011923a6d1e212e1a96;0;0;52;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;uncultured_bacterium
879815b1626853f4af4a4f0e85703fd2;0;0;26;0;0;0;0;13;0;0;0;0;0;0;0;31;17;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
ffe1e63147af5c2cd21231f1d5d59488;0;12;60;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp.
2555ab896130cd0373de325088a94110;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;uncultured_bacterium
1e49ea05196d01db42590d502dd85e3a;0;0;0;0;22;0;0;0;0;0;0;6;0;0;0;30;28;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;NA
2a642ffe17545238bddd784a3a2866b0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;uncultured_bacterium
31c5d6d689fe24ec7157fa1c0783fbd4;0;0;73;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;NA
d1cf1d11d3e2b5a8fe82b718b6fadc2d;0;0;32;7;23;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;NA
f91b00381116d19f841d5805847ee161;0;0;0;0;0;0;0;0;0;45;0;0;0;0;40;0;0;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;uncultured_bacterium
b74ab6944f5a7e98a99e29bcbea455c0;0;0;0;0;70;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
c39cea2193e0d56af9669a1b2d5c21be;0;19;0;0;56;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
aaa27b7e082705536d13eccdced0cbe9;0;15;44;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;uncultured_bacterium
2a7544ef0d974e50b4173d60d291ceaf;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;uncultured_bacterium
9ccf6c2861fff6ffce5e2262b0ec57ed;23;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA
3a996e2f3bd01dc272a98a12ff8d383d;0;15;0;0;39;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
21ae23a1a5ce80a2d2bc2741d8e71807;0;14;0;0;0;37;0;0;0;0;0;0;0;5;0;0;0;26;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella;uncultured_bacterium
08103eba808b71bec3cd95a7cb12fc27;0;22;0;6;32;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
15a94c707d196c214c444b1b1362e187;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;uncultured_bacterium
feb81c0a22559223a5d321239d3a2a94;0;0;63;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Gordonibacter_urolithinfaciens
13f884e90f528162941e93ba9befe79d;0;0;37;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;uncultured_bacterium
51d884cb2660dd8b33068678bad40357;0;0;28;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;uncultured_bacterium
0aa6767415c3c1d08d147c80b16ec596;50;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA
4a1547af0bbae2aff8f3222d2fba2102;0;0;44;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium]_siraeum_group;uncultured_bacterium
d04f4483fc93863d0e6a82a5b2e7fc7a;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
0e75e52973c7d538f13ffc9ef8cdcef6;0;41;0;0;6;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
bb0ec67481c826edfe26490692202c3f;0;28;17;0;15;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
f20a8beff379a981eab6008b62114332;0;5;0;0;20;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Ileibacterium;Ileibacterium_valens
7d060d57024d1f61d8aaf4af16b397ee;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;NA
9960b20e17a6ebd5bf31b249c3503956;0;0;62;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter;uncultured_bacterium
47d74904a190fe918c6eea86295320d2;0;0;14;0;38;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
2ee657e8d73105fdb87313a047117230;0;24;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-004;NA
f7d40e3c3a3e3a250186ad650ae6ae42;26;28;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
463ccc4044935acfa08235ade550557e;0;8;0;0;20;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
f7a2b0a839e050f7351cb32ba94dad94;0;0;65;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
8114d1cc2bb9a35da035a351cbcc8f32;0;0;64;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
04aa4e32e3761034fd1645d2e64928ab;0;59;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;uncultured_organism
02e1e971506b265659c0f5bf758c24b7;0;25;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_organism
1bde84fb415a7b4f255f46af59f365f7;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;uncultured_bacterium
da8b26f82eb70e299518e149ae85f3d9;0;0;41;0;25;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;uncultured_bacterium
d35c62cb93823aef71e8c3a201fbe407;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
531ab4c63ec669ee00972774562309de;0;0;0;8;44;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
18489763aab9f6f1249bfc894a645753;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_caecimuris
64b22677140c7b84225f980f4e1016d0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group;uncultured_bacterium
9591a959c4c592a119485d2f38ae27eb;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis;uncultured;NA
d622abc48236031f546f4f3354a42575;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
9ce915d9cc17d47a97d433f6560b7d5e;0;0;60;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;uncultured_bacterium
f664a73e7de6e00ff70e013369499cbd;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;uncultured_bacterium
5f8b99d96b9fb65e12c944b3f8bd38b9;14;0;0;0;15;0;0;17;0;6;0;0;0;0;0;0;7;0;7;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;NA
bc847b565faf9125f95af292799c10f4;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
84d3aa3cef3eefd518d6d396b065a951;0;0;54;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;uncultured_bacterium
7d66f6c0ba5b1129442173bf2bd417dc;0;6;0;0;27;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
5c54a327553171d2e73aca12257a9aca;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;uncultured_bacterium
b6c1a8ba78f65c4a4e96627ccc53ac86;17;23;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured_bacterium
5258515ff2816e94d24b2bd02f8ae803;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema_denticola
d281ec62dbbc357e8b80c69460752423;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
2d0d70cd6ae121b37293701f07c15667;0;29;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
8d463be60bf8236fef615cd27b0ccc01;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;A2;Lachnospiraceae_bacterium
f7dd0e5572d054cc95d83e1f9b2a2701;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;uncultured_bacterium
08ed17794e8af08e5f0fb28b4e415a5a;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
53badc8be7b37e78a0c9662aff131106;0;0;59;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;UCG-010;NA
4a06f2e0603b22ce26cb09eadc25e193;0;0;33;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
d964f7ed79965fad0e0e92378840f658;0;38;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
49afc3aac2d97fe6dd46d5407755b2b8;0;8;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;NA
d0377d9209ed8843c1b85df7bc622a2c;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;uncultured_bacterium
82e5115a8f1ead595da52c79fe587645;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;uncultured_bacterium
7ef1a0dae839d9d8f6a042cdf4a6a992;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;25;21;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;uncultured_bacterium
aa33a462c12a10244a5b2bc57670d9eb;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;NA
0a1f5ed70dcb37a86924dbd5fde981af;0;4;0;0;0;0;0;9;0;21;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;uncultured_bacterium
639126c4abe5743be8c2a86d98838fdc;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;uncultured_bacterium
ce61044766365142f1db3767a80e19a1;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
fa56c0d5b7183160f19ad598b8c108e2;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
ca084736de744fe3c5b378075e246a0a;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;uncultured_bacterium
f0254288a38a81cd925364d423ede2a7;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_hallii_group;uncultured_bacterium
d55b64807e7ffc581671f5ce1f0695c0;0;0;0;0;0;35;0;0;25;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ochrobactrum;NA
04be702b895fe5ed0568344daf564276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;22;d__Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus
393338cf834f6f616e6b99f288284b7d;0;5;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
129544ee70c45941749e41cae04f567e;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;uncultured_bacterium
43c84d8c1064892010f87870248dcaec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;NA
8ed145ff5fa76801ad6225f00f8f5f98;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;uncultured_bacterium
2cd8badc9df2c245ed076290d149f4dc;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
539c7a8be368d12e321791a7d0ce7e5b;0;0;28;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;uncultured_bacterium
800999ad7b0f3f83c0819a1a2b289c22;0;0;0;0;26;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;uncultured_bacterium
18eb929cf9350e0af65cf863c2786858;0;0;0;0;0;0;0;3;0;0;0;0;18;0;36;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;uncultured_bacterium
7337431bc35b58de39893e6d6db1772b;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;25;d__Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;Kocuria_palustris
6325524764db1e4b1c2621a7005050df;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;unidentified
523c2750ed790588a0e4b1fba699c0fd;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
7440aa816171ce9e81d9b67d2dda61c6;0;12;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
1a6ac7caee185e645e198a44da372136;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
59196d9d4a7f119cfcab1eb6f28db5af;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospira;uncultured_bacterium
783c8fcb143df02007c1e008b8aeb945;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
7c6fd4e30b2f86780ccf9706800496e3;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
0e6b4887dd616c85dc5bc1c268916abc;0;19;21;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
ac3ade945a5daa5fcdb6d7bd61e3a01f;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;uncultured_bacterium
38d799c9519d326d33ffbbaeb5940a2b;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
58c83147a19893cce2a05219e14f1f76;0;7;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
0bf0743fbbcffbbcebe02a5d565231ef;0;6;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes_indistinctus
f53aeb5a124d986af7766210d158019b;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
bb48d4fe6403e7ecb4bc406617649cd8;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured_bacterium
41c1e99c974c2c8b47b3420b656da963;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
c4e2f7b7ca0068ea180a48f3d5075554;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
c874b225d519fbb9d0c68260b94db01f;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
62611dedc42201591d0c89973f903dde;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;d__Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_hominis
1f0481c4fc1ddc5a118dd691b40a1670;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
621903df692ba63f86db988ef227ce7a;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;uncultured_bacterium
6e4293ddd04d53d1499b9e703dd1e4dc;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
9c645bdb2be6c941eaa34782f895b191;0;0;0;6;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;17;d__Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;NA
31c8d82793b64b8813034f0ebd64ded3;0;0;0;0;22;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
16a32f028dd2cc5d730154539ce59a4d;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;uncultured_bacterium
72bc22315544a201ede9dec6af150e98;0;14;0;0;28;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
44881c6121c665ae30a3f89a6723b1e1;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;Gastranaerophilales;Gastranaerophilales;uncultured_bacterium
