;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;Kingdom;Phylum;Class;Order;Family;Genus;Species
49343fd4f4022a6082ddaebfe99f91fe;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineae;Anaerolineae;Anaerolineae;uncultured_Bellilinea
50182273fdafde17d69d4f81672e7add;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;uncultured_bacterium
4ad58b9627b4c2e851a55d2664137e38;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured;uncultured;NA
fac7ee27ea13e7ed67ab731962663550;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured_bacterium
060084f65be28196f8f7f6bc55b12100;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Chloroflexi;KD4-96;KD4-96;KD4-96;KD4-96;NA
798284e6a6ad8ca8f42a450be6eaacc4;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;NA
bdfb2e717415ea79155517821f1ce0e9;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;metagenome
6facb4a6d531f14c944336095e3add8a;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Nordella;NA
4be3e1096eec72fc6ed9d01b18576f52;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
a79dfeffc0e5588cfea503186295ab1c;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
ffe1e63147af5c2cd21231f1d5d59488;0;4;5;4;0;0;0;0;0;0;4;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
a41fef33eb4137f4d039abc23442f0b5;0;4;0;0;0;5;0;6;0;0;0;0;0;2;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;uncultured_prokaryote
aabf4d5506e028024524a4471889581b;0;0;6;6;0;0;0;0;5;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Harryflintia;uncultured_bacterium
fa7e554bc8fe06412d5eb38b5eaffcf6;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
c15b6d692034ec5eb03683592c64c315;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;NA
9e722b11a39d0600ed8f957b8f0f1322;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;uncultured_bacterium
af72e7ed19dc91bc0f89de59e5fa45fa;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_Chloroflexi
c9ee861694654cce78cd0c68e9047510;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;uncultured_soil
abc7ea93d705a29354dff761553f17b8;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
d1e4b72b126009e8e63553119b270816;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
cb432bd1b34fe9844d991993795e84cb;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;CPla-3_termite_group;uncultured_planctomycete
4bab4ce8594c7fb4095c992869161b2d;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;NA
1aec58189c0a7dfeb6dd80c5bf70b610;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured_bacterium
d2dcde4ba66c232c708b8fa77784f5d4;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;RBG-13-54-9;RBG-13-54-9;metagenome
50db9011dbf94450850126e42eccf90e;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;uncultured_bacterium
1238eb96f1436da8acb730b36c3c58b6;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacteraceae;uncultured_bacterium
9da822b42235eed7554a46071bddcdea;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;NA
873404f9a1025b4b05fa48a0fd50fadf;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;UTCFX1;NA
57c6454ede2f96ca8dbebb5327cec6a2;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;NA
9505fced72157469b1d328d1f989a3e7;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured;NA
573c8d304a83e7ea4c8a88e7276396eb;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;NA
c29b7fa61b9fe1b07b0f142f63d8edca;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_Chloroflexi
050fabc1842bc9d61aacb20150295b7a;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
2954214f21c25d7231d9cf6e89c3173c;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;d__Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;Rokubacteriales;Rokubacteriales;uncultured_bacterium
c9d862665050f543bf49e721ec5d0d2d;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;uncultured_bacterium
ba3966d9e94859c10389c1100e5419f9;6;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;uncultured_Lachnospiraceae
48d4b0d7483aa4d1a2ddc8aa07fe195b;4;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
171988ede974324da4f059b514124a26;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;unidentified
01cdb851574e0a9f40d7350cdd3c6815;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured;uncultured;uncultured;uncultured_bacterium
53b1490166501fdec3305a8ee2c85e96;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;uncultured_Acidobacteriales
7823004f205503a2ecb8149a439e5bc4;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;NA
8ced4c8980d8e0827b47b2970d3f6945;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;metagenome
99866358f4f3f4671e739085c55dee26;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_prokaryote
9c5ab299adbd3fce52797a4ff302d44e;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;KF-JG30-B3;uncultured_bacterium
ed9aa98280adeb6045e6ca37d25952ec;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
7b361820964e8c6ced5aec81f54bcfea;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
21064233a061ea31b2d8e4b7109f389f;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;Rokubacteriales;Rokubacteriales;uncultured_bacterium
5f07d61fcf9b96307e07ca812018fd2b;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Chloroflexi;KD4-96;KD4-96;KD4-96;KD4-96;uncultured_bacterium
c611504ade2d8ba07f12cd74eff6a6bf;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;UTCFX1;uncultured_bacterium
5b45e205cdfef690f83d8a0b190c954e;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;uncultured;NA
ce003fd8fd8c936546d070fb4985eb31;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured_bacterium
49269bcac46ec009a91f95bd8997042a;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;uncultured;uncultured;uncultured_bacterium
add246b9bb5662fb5fbb2c904b28e498;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
370eb84f3691fcbda1d57eab60bd021a;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
588c9b190b8dcae08e1959a95a3e89b5;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
0a2902e1d49160c035f0002a11243a6e;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter_ginsengisoli
7639aed191c317ce51ccb18b89007758;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;NA
7f47cf8ba58a0d3b2cf9be229e0ac02d;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium;Tellurimicrobium_multivorans
2fd34494604aefa7673757020dd336f1;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;Gemmatimonadetes_bacterium
7329280a6a5bf15ef41a10e455441417;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;uncultured_bacterium
54c15060c641b66d45cd2bbc41aa44c5;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
594d4984a9e75cf580d51de08733b2f6;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;uncultured;uncultured;uncultured;uncultured;uncultured_delta
eb7ef67898ec7018ce44fbb4415fd435;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured;uncultured;NA
3b0565518e5e9200c9dc33849f129423;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;11-24;11-24;11-24;uncultured_Acidobacteria
c3ac017b559c7fc7ffe8a4bf8be5cc49;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured_bacterium
b8ca2f7ed9f11aaf05fb00810f577c30;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
9ac2f78e1c916f86ae7f0d68a08c8865;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus_Koribacter;uncultured_Acidobacteria
625b4543f83815632851d315d25bb323;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;NA
05547939b3b64fd1b19a3f3c8de30825;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_Anaerolineaceae
368330bc842c6e098d31ae6a7317e835;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
626694cc163d5a8ea81783ce77b6ce3b;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured;uncultured_delta
b9c2ff1d2919319b951ef05ca56a66ae;0;0;0;0;0;0;0;0;0;0;6;9;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Candidatus_Stoquefichus;uncultured_bacterium
01060129b378a93c57ced9d6ddd49c1b;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Candidatus_Stoquefichus;unidentified
f9c7034b1e3f071603bb907ca1655bd0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
f858bcb19c610e0187ebd60bda2d7c84;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
7fda73af79b5a188acc45c8056ce5b87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;NA
318e633029e5a9b65339a8991e943a35;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;NA;NA
a1c150c999eb1b23768bc8802beb54f3;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;UTCFX1;uncultured_bacterium
6b89b07b3b05ef1cfced91defd70f604;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;uncultured_Xanthomonadaceae
accfc841df8e035ba77edcbf050b5391;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanoperedenaceae;Candidatus_Methanoperedens;NA
e4126fcf9a7c4bc492f991926b8e6615;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;uncultured_bacterium
04940ef00c142d1acec490d4c89b8d0b;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadales;Chthonomonadales;uncultured_Lutispora
c9dce8bb2c36791cd75d7338bb1dc531;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_5;Subgroup_5;Subgroup_5;Subgroup_5;uncultured_bacterium
d4c18e8ffa4f5b57e4a1ac5300004b63;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured;metagenome
90d84f44809dd3659377cf66ce0ddfeb;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
9611d5e0f5955d8d27a38e4e15bb798a;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured_bacterium
7ebff4fa855dc374099fae0bd7e71d1e;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;NA
e914eb09f8830bbe31647f3349e2efce;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;RBG-13-54-9;RBG-13-54-9;uncultured_bacterium
82a3fcf63586d093f7fa4ec1c1380b14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Acidibacter;NA
fa29c30584b8f34ca9019a4ddd8e71f2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;uncultured_bacterium
211a3676dba208fdcffee26a134e0839;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;NA
1ba84ca5ff6b4b483d7be529fcd7103b;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;NA
cdb9602cb9d69d203b0cff3623b48f4d;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_soil
98f3ead6ddad64f799b9a44249d2752c;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);uncultured;uncultured_Acidobacteriales
83f978cccbbbc01c1ca6783428d92343;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14;uncultured_bacterium
8946ca79bf66f5c43bf7d8f66bfc7f57;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
d7254ac6a6e026963222e60bf1db09df;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_21;Subgroup_21;Subgroup_21;Subgroup_21;uncultured_bacterium
2029be8eb7d0167a394a2bf92c87aba4;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_Chloroflexi
a8e7dde78568967f39eae7f84bc4f51e;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
5c41c6d2a6379353dae7a69a6eaa8846;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;NA;NA
1fd5660a10c2d2f6e4c22c10e2c41370;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Bacteroidota;SJA-28;SJA-28;SJA-28;SJA-28;NA
191f01cbcaf4c7bf080ab47c89d8623b;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;SBR1031;SBR1031;SBR1031;uncultured_soil
28032afe4b8709c7ae6775a2ebee1e16;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
1eb4be982d0fc4fa4e140a017aadd889;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;A21b;uncultured_Rhodocyclaceae
90eafede2aa207dd2d6a3bceda09f6c6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_soil
02c452e4a76e940ee05dcc4afb916b15;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
103c8aeb102fa6459076a2e7741f3dd6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;uncultured_Cystobacterineae
ee96041e4ff217428a3e0f392122164a;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriales;Acidobacteriales;uncultured_bacterium
357716daa7432695031956a97cb29ee4;0;8;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
7007f02421495f10b4a861743f7ae971;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangiaceae;uncultured_bacterium
c4531f6ab1689232b86672fd65b2341d;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
6f9970ac07c6f35cd1736e3781ab4ee0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;NA
58738b7c9e86d0e83a8c3f33c6778e93;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
20397f409d10306b2a7f84aa140b7791;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;NA
7d8931d70bb5ff3228d865c854c0bae3;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20;uncultured_beta
d2f959f573382a7e273e4d998a1067b1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Sh765B-TzT-35;uncultured_bacterium
25eb30e373ab65d7a452b7855abc04b5;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;uncultured_bacterium
c1d8f746065975c3dc82d29b9eee6f45;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;NA;NA
2e746721a15b3949174d8ac154bc7b4b;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;uncultured_bacterium
438f4730bafdbbdcbfe2600d45f20a75;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;Rokubacteriales;Rokubacteriales;uncultured_bacterium
877161024351ad771dd0d1a4bbd15e06;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Litorilinea;uncultured_bacterium
540aeae7f8a6e0a57524361a47d64fd3;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured;uncultured;NA
a66eafb4a518ff8f29943059fba2f6f4;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20;metagenome
