"";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"N11";"N12";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"S13";"S14";"S15";"S16";"S17";"S18";"S19";"S20";"S21";"S22";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"d46bafcaa2bca4ee02ff75b9e18010a5";"115";"46";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Ottowia";NA
"55cbf8850eea57ed8c5432721260c923";"332";"128";"160";"0";"6";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"5";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA;NA
"7e73c3f451c71ca4288b93bf201c8199";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"uncultured";NA
"dc0aabe5af793a7708c4e4e16cb00119";"0";"0";"1155";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Pseudorhodoferax";NA
"be8dcafae13ffef295809aa39d3913a6";"0";"0";"0";"38";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Lampropedia";NA
"f215252b0148eef32fe032cca4bb007e";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Aquabacterium";NA
"53bd2edec845654a76de457d22177430";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Competibacterales";"Competibacteraceae";NA;NA
"186395853dda173fed85fe65afd19145";"545";"189";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Competibacterales";"Competibacteraceae";"Candidatus_Competibacter";NA
"44716a0a14bde51ccb54a94a4b71856f";"432";"155";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Nitrosomonas";NA
"13b6805f123c0a25c5c3414d1a176b69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"7";"4";"0";"0";"2";"6";"3";"0";"0";"3";"7";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Hydrogenophilaceae";"uncultured";NA
"bfb5b51834ddd2ee38153073eb36d6ca";"0";"0";"67";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia";NA
"8b8d4dad7273a4c4b12db12a4c11a6e6";"78";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067";NA
"4a22f643f3ef1837f8bac27aa3221db2";"550";"213";"165";"148";"158";"41";"28";"0";"0";"5";"4";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Limnobacter";NA
"dfa0ff9feccab01a1267db375e69f4e6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"7";"8";"2";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Lautropia";NA
"7a382c5d65d181188f5f9e7a285d0429";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Verticiella";NA
"a249fbb95faa9d2662760fe57827c845";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Achromobacter";NA
"cf7ed1749d759f6a4ae7e6c9acbfd0bb";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"139";"0";"0";"5";"5";"16";"8";"7";"4";"0";"0";"3";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"GKS98_freshwater_group";NA
"662474740a197ea075ea742fdc68fb07";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Pigmentiphaga";NA
"214a23fca131be83cbe1a0e0c63335cc";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Neisseriaceae";"Uruburuella";NA
"7c11c2b300adbba9be85f68ed7149e51";"33";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";"TRA3-20";NA
"48d639cc2520c3b4656161d96495359d";"13";"10";"0";"1626";"849";"3657";"3962";"1319";"5817";"1143";"9824";"1191";"6961";"7198";"3709";"4410";"2007";"2533";"2555";"1638";"585";"1037";"1382";"999";"0";"199";"205";"190";"665";"322";"192";"224";"188";"152";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Azoarcus";NA
"61ec79351e256684db245b933007c28d";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Denitromonas";NA
"a0ac69ece95eedd253449c219426c83e";"1058";"516";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Rhodocyclaceae";NA
"5a6bc89dca189d989be619b80564ee46";"946";"441";"192";"887";"210";"97";"115";"28";"4";"8";"87";"4747";"110";"249";"234";"462";"2318";"416";"797";"2336";"7908";"12119";"8852";"9023";"0";"9408";"13186";"16852";"16301";"12707";"10094";"9062";"8051";"10320";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Thauera";NA
"ac71778c48ef3b2bbb4705d80ac8f442";"0";"0";"0";"0";"0";"0";"0";"0";"97";"2884";"13";"108";"25";"87";"36";"50";"29";"0";"7";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Dechlorobacter";NA
"c634055d1c5e41d01687d8b5b5ecbe30";"0";"0";"0";"0";"0";"34";"25";"0";"227";"7152";"25";"339";"46";"233";"117";"171";"73";"11";"0";"10";"0";"0";"0";"9";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Azonexus";NA
"a042afd7d8653b06fccb4f466e4b64b9";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Methyloversatilis";NA
"fc30389e3fd2306ad0329781e30e5764";"0";"0";"0";"0";"0";"0";"6";"0";"7";"5";"16";"0";"6";"6";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"4";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";NA;NA
"d4739673639ee9ef597b818e683351e5";"169";"94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"mle1-7";NA
"fa1c2417a359121bd198a53c8ed76fd3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"966-1";NA
"7e9a28cc44b8c20263b2494e46b8f41e";"0";"0";"0";"0";"0";"0";"0";"8";"7";"341";"100";"1302";"554";"222";"136";"62";"33";"16";"16";"16";"3";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";NA;NA;NA
"5c1a576317579e52444f6eadc8c52398";"244";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Lutibacter";NA
"ee5f44ecb72a45dee2f830fe41dbc5d7";"0";"0";"0";"81";"159";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"uncultured";NA
"2093a6fabe96dfcd644d539d89943424";"128";"29";"291";"6976";"4271";"12821";"8368";"7";"1839";"2338";"500";"78";"1151";"968";"512";"389";"354";"115";"80";"44";"15";"8";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";NA
"c11304bc9a42c95c5ef99a3c6d14d903";"1654";"660";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Arcticiflavibacter";NA
"16d97036473bf8c6d42edf10e6f13c39";"13";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aquibacter";NA
"37bd84c3149391c6718f2ce6ffba1ef1";"0";"0";"0";"0";"22";"47";"31";"980";"371";"134";"631";"97";"1097";"1253";"809";"712";"1587";"934";"901";"1233";"799";"1598";"1022";"1201";"0";"1093";"950";"612";"587";"715";"408";"356";"262";"360";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Subsaxibacter";NA
"91a03cae7ed2aa07f8f3944fc1aa6ae8";"72";"27";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Arenibacter";NA
"9de1ef55311805f063e4c769bc5f8978";"938";"384";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";NA
"57bd4bd33819f7d7be8df3c23ed7ee3e";"137";"31";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Vitellibacter";NA
"8008390e27911611faa11399d6d966eb";"0";"0";"19473";"5";"28";"16";"12";"0";"0";"0";"0";"0";"6";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium";NA
"07cf211e307bfdd0662e23fde96b1a10";"0";"0";"0";"0";"0";"0";"0";"159";"27";"17";"33";"7";"13";"9";"0";"11";"25";"15";"21";"20";"42";"64";"58";"63";"0";"86";"45";"40";"78";"115";"46";"52";"29";"43";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Cryomorphaceae";"Cryomorpha";NA
"609bfd8c00e302f663d31a2e7aded3c9";"0";"0";"0";"17";"335";"9";"11";"16";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"ML635J-40_aquatic_group";"ML635J-40_aquatic_group";NA
"9a6e9cf3be6811837df93db369f20bad";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2";"121";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Cryomorphaceae";"Vicingus";NA
"021d879d42a84230ff0f15dbb7512a6b";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Lentimicrobiaceae";"Lentimicrobiaceae";NA
"1da5963f10ec4bf13628fb4db9ee8b54";"4";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";NA;NA;NA;NA
"a5f3d2dbc83d677aac0e1d5749419f89";"0";"0";"0";"52";"116";"22";"33";"0";"9";"0";"4";"0";"3";"0";"0";"0";"0";"0";"0";"4";"23";"12";"12";"12";"0";"7";"14";"10";"5";"8";"8";"55";"48";"92";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Crocinitomicaceae";"Fluviicola";NA
"71c07090f59ca3083fb0714e1c939792";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Marinoscillum";NA
"68433fbbc8e1b70ea250129395cdd7d1";"26";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"0";"4";"5";"3";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prolixibacteraceae";"Sunxiuqinia";NA
"db9cba84c933c7e10b15abfef1cea92f";"254";"92";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prolixibacteraceae";"Mangrovibacterium";NA
"10743ad7ff9356b06f585eb5dbdb85e9";"61";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prolixibacteraceae";NA;NA
"3d2e6ad7e955a2882c9c2738477e9515";"200";"68";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prolixibacteraceae";"uncultured";NA
"82b2f3bfd30bf28eea85cb48e0066f7b";"51";"16";"0";"30";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidetes_vadinHA17";"Bacteroidetes_vadinHA17";NA
"3ef72ff0a345e39eaade99118992b3a9";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidetes_BD2-2";"Bacteroidetes_BD2-2";NA
"bee806ab2cc99dcf9c5d5409a5ac1300";"2235";"1517";"210";"27";"78";"4";"3";"3";"9";"5";"44";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"NS9_marine_group";"NS9_marine_group";NA
"6b7dcd0f1f6862e18346b98cc76e3c09";"38";"14";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";"env.OPS_17";NA
"bd952ec5f13bbce87478c47fcd2f7f29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidetes_VC2.1_Bac22";"Bacteroidetes_VC2.1_Bac22";"Bacteroidetes_VC2.1_Bac22";NA
"e5d243c7a1c8dc72f4ed576cfd012ba1";"0";"0";"0";"8";"206";"162";"136";"5";"20";"113";"45";"315";"228";"248";"158";"86";"112";"90";"206";"141";"290";"88";"48";"54";"0";"20";"17";"24";"17";"5";"0";"4";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Lentimicrobiaceae";"Lentimicrobium";NA
"26d3e91d95b34559d5a2b96224f0d7b0";"0";"0";"0";"14";"58";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"0";"0";"2";"4";"5";"4";"4";"0";"6";"0";"16";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Marinilabiliaceae";"Mangroviflexus";NA
"d1a1e353a06688f068dfa480ccb184f5";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Marinilabiliaceae";"Marinilabiliaceae";NA
"cd3be2b3065d47732e3656f3234927a3";"0";"0";"0";"0";"0";"0";"0";"11";"0";"2";"5";"0";"13";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Marinilabiliaceae";"Alkaliflexus";NA
"1ffef036a5b477c9d2b68f957d1a4e71";"22";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";"Paludibacter";NA
"ba7aa0fab66f59a6b2508cbf9780e84b";"0";"0";"0";"60";"105";"3";"0";"0";"0";"0";"0";"0";"177";"241";"215";"79";"119";"14";"29";"15";"13";"8";"25";"19";"0";"126";"74";"76";"150";"428";"223";"423";"49";"82";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";"uncultured";NA
"1872302fec0c3cdaeae7dcfbd220da2a";"8";"7";"0";"7";"100";"44";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Dysgonomonadaceae";"Proteiniphilum";NA
"dc71adfc6c1a31506710bf5bc75f355c";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Dysgonomonadaceae";"Petrimonas";NA
"b43deb89b2301394248b95ca1c09be05";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"M2PB4-65_termite_group";"M2PB4-65_termite_group";NA
"6ce7b2f395dc9d76ca908903d819230b";"0";"0";"0";"0";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"uncultured";NA
"e82bde81def95d53bc758fe024b220c1";"0";"0";"0";"75";"164";"146";"127";"53";"21";"53";"124";"0";"291";"241";"262";"383";"531";"151";"173";"125";"149";"219";"339";"521";"0";"985";"556";"234";"170";"498";"255";"156";"83";"152";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Pseudopedobacter";NA
"3c985440c3d8f87af181fd54523d6548";"0";"0";"0";"20";"22";"43";"26";"81";"226";"710";"739";"61";"478";"260";"276";"323";"343";"315";"395";"771";"480";"229";"247";"318";"0";"191";"122";"125";"638";"659";"232";"57";"32";"26";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Pedobacter";NA
"19337b9e6a9f05c75b0e5474e40e279a";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Nubsella";NA
"6d7288899fd0419f0aae07deb34f4b79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"NS11-12_marine_group";"NS11-12_marine_group";NA
"b09ed0ebe9c599c70a6c005898b29d3b";"0";"0";"0";"6";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";NA;NA;NA
"f2d01dc94b53d2e1e0890040050fc43b";"206";"52";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"AKYH767";"AKYH767";NA
