;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S14;S15;S16;S17;S18;S19;S20;S21;S22;Kingdom;Phylum;Class;Order;Family;Genus;Species
dfcabe51515f5a3307b2f99ccd04a79e;0.00983646870773392;0;0.00427034105790582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;EC3;EC3;EC3;NA
354ab34ba124e412bbac9d0b9a3bc6e9;0.102053362842739;0.0798434039046;0.0113875761544155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;AT-s2-59;AT-s2-59;NA
e2fea939352c857a103c2ae492365725;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;Ga0077536;Ga0077536;NA
bdeb3ff7b6b5e8b6a981fc56fcaf1bf7;0.0122955858846674;0.0103023746973677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus_Tenderia;NA
d125067a3ba8c16c3177836da3f2225c;0.917250706996188;0.757224540256529;0.0455503046176621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;uncultured;NA
eb217478dc54f53a7586c59926a12ae9;0.786917496618714;0.723741822490084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus_Thiobios;NA
8c72cda9526f8075468aae0d468735c8;0.43772285749416;0.293617678874981;0.142344701930194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Candidatus_Thiosymbion;NA
d68b3912ac62a644386e6cad7cf776e4;0.259436862166482;0.247256992736826;0.167966748277629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00318628622409151;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
bc592bdcf4cbc7e5f56184ab2df71b24;0.227468338866347;0.208623087621697;0.0398565165404544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;uncultured;NA
198619cbe1b94a10b16c24da0d31e715;0.205336284273946;0.190593931901303;0;0;0;0;0.0168062519257164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0053102514404057;0.00402150162870816;0;0.00318628622409151;0.00656340246783933;0.00439874635728817;0;0.00610418625093089;0.00541145062953209;0.00453432483903147;0.0083153168135706;0.00912179881872705;d__Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255_marine_benthic_group;NA
4861dbd67f46174e6e9a7c4533cdfc36;0;0;0;0.403126689936581;0.213154689403167;0.0293691917178879;0.0224083359009552;0.0333941277710704;0.00941034761824102;0;0.137113145055023;0.0321274818479728;0.0161300729079295;0;0.0090409782338449;0.00799248706216157;0.0122701268424362;0.0123252890280277;0;0.0131816812292859;0;0.00929294002070998;0.0107240043432218;0.018520629131525;0.0159314311204575;0.0183775269099501;0.0076978061252543;0.0092378752886836;0.0183125587527927;0.0108229012590642;0;0;0.0159631479327723;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Pseudofulvimonas;NA
590fbac870d67a0d7adf154ea3e3235e;0;0;0;0.253183225996755;0.0761266747868453;0.0230757934926262;0.0336125038514327;0.00770633717793933;0;0.0347969813618669;0.0231489725417572;0.0149928248623873;0.035486160397445;0.0205080528287441;0.0339036683769184;0.0139868523587827;0.0153376585530453;0;0.0151197701794933;0.0244802651401024;0.00469116497263487;0.0146031914611157;0.0120645048861245;0.018520629131525;0;0;0.00329905976796613;0.00791817881887166;0.0122083725018618;0;0.0113358120975787;0.0110870890847608;0.0159631479327723;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aquimonas;NA
9bc5dcabb998503281e3c2ff394b6364;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;uncultured;NA
695d7f620d696b4b7e1df8f8fee9e3e5;0;0;0;0.0983235829113613;0.121802679658952;0;0;0;0;0;0.0142455215641583;0.0214183212319818;0.0112910510355507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;NA
0dc7298094235ab57aba8dd88a847a0b;0;0;0;0;0;0.00839119763368227;0.0196072939133358;0;0;0;0.0516400156700737;0;0.0451642041422027;0.0109376281753302;0.020342201026151;0.0119887305932424;0.0122701268424362;0.0172554046392388;0;0.022597167821633;0.00938232994526974;0.0252236943419271;0.0147455059719299;0.0398905858217461;0.0207108604565948;0.0131268049356787;0.00989717930389839;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;NA
dcb9163ed0435c4a78471655159710c9;0;0;0.532369185218926;0.272847942579028;0.200466910272026;0.0692273804778787;0.0700260496904849;0.0102751162372524;0.0169386257128338;0.00869924534046672;0.0160262117596781;0;0;0;0;0;0.00613506342121812;0.00493011561121108;0;0.0131816812292859;0;0.00929294002070998;0.00268100108580544;0.00997264645543652;0;0;0;0.00659848234905972;0.00732502350111707;0.00721526750604279;0.00906864967806294;0;0.0136826982280906;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;NA
a22679e53c11aba5867a14375e321a9a;0;0;0.203552923760178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;NA
4bd51b0c515dc5722fb3f4c650eb684f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0083153168135706;0.0114022485234088;d__Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;Polycyclovorans;NA
f1a05a366fab98470bf824a754db63c1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00536200217161088;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;NA;NA
0aa6767415c3c1d08d147c80b16ec596;0.00983646870773392;0;14.5960257359221;0.747259230126346;0.497360941940723;0.0335647905347291;0.0224083359009552;0;0;0.0173984906809334;0;0;0.0145170656171366;0.0109376281753302;0.106231494247678;0.10190421004256;0.0889584196076627;0.027115635861661;0.0107998358424952;0;0;0;0;0.0142466377934807;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA
01954cf7aebc10d45612f237903df8e7;0.0344276404770687;0.038633905115129;0.00854068211581165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;NA
4b648c30f4ffa5ff0a83cb9f9c518a58;0.0196729374154678;0.0103023746973677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;NA
448a6a0489400d6bed0ba06ca1c96215;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;NA
e890793b54d7b03b1c3a3a11cd77c548;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;NA;NA
b9c0c37bedd2308afda1bcdc5981cdba;0.0442641091848027;0.0128779683717097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;NA
c644dd2fe8dd44028035444047c3d983;0;0;0.0782895860616068;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00766882927652265;0.0221855202504499;0;0.0131816812292859;0.151681000781861;0.0491198258237528;0.0402150162870816;0.292056074766355;0.0605394382577387;0.0616959831976897;0.0318909110903393;0.0501484658528538;0.0524960017580056;0.0306648869006818;0.0272059490341888;0.0498919008814236;0.07753528995918;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;NA;NA
7d1056cdb2c52aaeebcc69fae394fce9;0;0;2.42697716790981;0.0147485374367042;0;0.0104889970421028;0;0;0;0;0;0;0.0387121749790309;0.0287112739602417;0.0113012227923061;0.0239774611864847;0;0;0;0;0.00312744331508991;0;0.0067025027145136;0;0;0;0;0;0.00732502350111707;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
b6c2c21e90eb0af56c2302d3dffef690;0;0;0;0;0.0228380024360536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Marinospirillum;NA
7dab2e0b6aa403b6032ad60940f322a4;0.00737735153080044;0;0;0;0;0;0;0;0;0.0347969813618669;0.0160262117596781;0.0149928248623873;0.00806503645396477;0.00683601760958136;0;0;0;0;0;0;0;0;0;0.00712331889674037;0.00318628622409151;0.0039380414807036;0;0;0.00244167450037236;0.00721526750604279;0;0;0.00228044970468176;d__Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;NA
444f43306046cbff6823fc36e78c4523;0;0;0;0.073742687183521;0.0507511165245635;0.0566405840273553;0.0896333436038206;0;0;0;0;0;0.0661332989225111;0.0437505127013207;0.0226024455846123;0.0319699482486463;0.0199389561189589;0.0172554046392388;0.0237596388534894;0.0263633624585719;0.0500390930414386;0.053102514404057;0.0214480086864435;0.0356165944837018;0.0111520017843203;0.0183775269099501;0.0076978061252543;0.0211151435169911;0.0122083725018618;0.00541145062953209;0.0113358120975787;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella;NA
e59e5ee8021a1a92897c307c1183f787;0;0;0;0;0;0.0062933982252617;0;0;0;0;0.0178069019551978;0.0342693139711709;0.0290341312342732;0.0164064422629953;0.0135614673507674;0;0;0;0;0.00564929195540826;0;0;0;0.00712331889674037;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera;NA
311bdaff4571aeb94322e9d12e2eb165;0;0.00515118734868387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;NA;NA
40d2b6bab160f074e2a9d541296dd530;1.33161195130948;0.734044197187452;0.15373227808461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;NA
0b49fafba255128ce52127194e5db0e2;0;0;0;0;0;0;0;0.0154126743558787;0.0903393371351138;0.0173984906809334;0.0231489725417572;0.0214183212319818;0;0;0.0271229347015347;0.0179830958898635;0.0337428488166996;0;0.00647990150549712;0.00753238927387767;0.00469116497263487;0;0.00536200217161088;0.00712331889674037;0.0143382880084118;0.0144394854292465;0;0.287693830419004;0.120862887768432;0.0126267181355749;0;0.0194024058983314;0.00684134911404529;d__Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;uncultured;NA
1129fe4eda8e5099b5a907eead4ac04d;0.0762326324849379;0.041209498789471;0.0142344701930194;0;0;0;0;0;0;0.00434962267023336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00637257244818302;0;0.00549843294661022;0;0.00488334900074471;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;uncultured;NA
4e033f07e10b872e1b18f8914015e927;0.0135251444731341;0.0154535620460516;0.00711723509650971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;uncultured;NA
4549656004161e3d3bf00ff54f3df29c;0.0479527849502029;0.0566630608355226;0;0.0073742687183521;0.0152253349573691;0;0;0;0.00941034761824102;0;0.0302717333238363;0.0107091606159909;0;0.00546881408766509;0;0.00799248706216157;0;0;0;0;0.00469116497263487;0.0106205028808114;0;0.0056986551173923;0;0;0.00439874635728817;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillales_Incertae_Sedis;Stella;NA
7f8f2c791eeef80418972928b9d08620;0.0713143981310709;0.0437850924638129;0.0113875761544155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;AB1;NA
3713aa5a61d5ae08db14c45ce01e9d71;0;0;0.00996412913511359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
210d13fdba4cb1d1452298df110c0617;0.195499815566212;0.141657652088806;0.00569378807720777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;uncultured;NA
d4d70971fc465020d97ef323c4a3dbd9;0.00491823435386696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;uncultured;NA
d315de4fb4c11b3e2671c72658f432fe;9.5081765646133;8.81625714727245;4.80128679610545;0.16469200137653;0.40347137637028;0;0;0;0;0;0;0;0.0838763791212336;0.0519537338328184;0.133354428949212;0.131876036525666;0.0490805073697449;0.101067370029827;0.0971985225824567;0.135583006929798;0.0953870211102424;0.134083848870244;0.174265070577354;0.0612605425119672;0.0143382880084118;0.0695720661590969;0.0626821355913565;0.116133289343451;0.0744710722613568;0.0559183231718316;0.0838850095220822;0.108099118576418;0.166472828441769;d__Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;NA
1c7367a2d83f5da41cecdbe015cc2d62;0;0;0;0;0.0177628907835972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum;NA
e585cfbd74c1e13a261d69e0f3548184;0;0;0;0;0;0.0062933982252617;0;0.0128438952965655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00219937317864409;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;NA
f23e94d3e8e2ea5090e1100fd5b5962a;0.0122955858846674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;SM2D12;NA
a0bf61154033d4be8ca74f58cb9ebdcd;0;0;0.0142344701930194;0;0;0.0671295810694581;0.0504187557771491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034007436292736;0.0055435445423804;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;NA
e8cef77ef630d1d154c529e45661a09c;0.186892905446945;0.0824189975789419;0.00996412913511359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Fodinicurvataceae;uncultured;NA
7f0995b169367450e8b629d9e2e59d5d;0;0.00515118734868387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;uncultured;NA
771ed5d92ac7cf6c242c394d51bed6a5;0;0;0.0640551158685874;0.0614522393196008;0.043138449045879;0;0;0.0256877905931311;0.0169386257128338;0.067419151388617;0.0498593254745539;0.0107091606159909;0.0677463062133041;0.0669929725738973;0.0519856248446082;0.0899154794493176;0.0414116780932223;0.0517662139177164;0.058319113549474;0.0433112383247966;0.0172009382329945;0;0;0.0626852062913152;0;0.0262536098713573;0.0307912245010172;0.0488287693830419;0.0451709782568886;0.0360763375302139;0.0249387866146731;0.0110870890847608;0.0136826982280906;d__Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;NA
d84192f3b6a8acd3c555f7f3e625fe65;0.125414976023608;0.0798434039046;0.0199282582702272;0.0147485374367042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;uncultured;NA
15b80b4eccaf2695447a7f122b0f6993;0.0221320545924013;0.0231803430690774;0.00711723509650971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;NA
a7c57ac20b6af1acb9085f903106c92d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00647990150549712;0.00564929195540826;0.0156372165754496;0.0159307543212171;0.0214480086864435;0.019945292910873;0.00477942933613727;0.0105014439485429;0.0076978061252543;0.0197954470471792;0.0146500470022341;0.0144305350120856;0.0204044617756416;0.0110870890847608;0.00684134911404529;d__Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;uncultured;NA
c9b91855ebab73930fbbea660977913b;0.0258207303578015;0.0309071240921032;0;0;0.0507511165245635;0.0251735929010468;0;0;0;0;0;0.0128509927391891;0;0;0;0;0;0;0.0107998358424952;0.00941548659234709;0.00938232994526974;0.01858588004142;0.0187670076006381;0.0128219740141327;0.0270834329047778;0.0472564977684432;0.0329905976796613;0.0211151435169911;0.0256375822539097;0.0270572531476604;0.034007436292736;0.0194024058983314;0.0592916923217258;d__Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;uncultured;NA
4baa27ce2e7b6c8f7a3c9ac2aa93bfd7;0.0172138202385344;0.0154535620460516;0;0.0860331350474411;0.0101502233049127;0.115378967463131;0.170863561244783;0.23119011533818;0.711422279939021;0.826428307344338;0.815556109548061;0.0856732849279273;0.232273049874185;0.218752563506604;0.311913749067649;0.219793394209443;0.17945060507063;0.172554046392388;0.0799187852344644;0.0979210605604098;0.0531665363565285;0.0331890715025356;0.0308315124867626;0.0128219740141327;0.0159314311204575;0.0328170123391966;0.0131962390718645;0.0145166611679314;0.0170917215026065;0;0.0068014872585472;0.0110870890847608;0.0273653964561812;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;uncultured;NA
8961ae98d719665f9ef6248e2811cd2a;0.0418049920078692;0.0206047493947355;0;0.0245808957278403;0;0;0;0;0.112924171418892;0.0260977360214001;0.0961572705580683;0.00856732849279273;0.201625911349119;0.135353148669711;0.0519856248446082;0.0239774611864847;0.00613506342121812;0;0;0;0;0;0.0067025027145136;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;NA
8d5c5661ab38f9de15169363bfba46aa;0.0491823435386696;0.0540874671611807;0;0;0;0.0209779940842057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Parvibaculum;NA
2e005e1ab0fe13b687ce4b3b0fa63abe;0.10943071437354;0.0746922165559161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Amphiplicatus;NA
62c5f1b4b9cd5cc7eed8ce57a7f0ef12;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella;NA
511316b52890639c88b13dbc8ad7e227;0.204106725685479;0.17256477618091;0.024198599328133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;NA
2c7d866fb878dd6da38890183f10928f;0.122955858846674;0.0721166228815742;0.0128110231737175;0;0;0;0;0;0;0;0;0;0;0;0.00678073367538368;0;0;0;0;0;0;0;0.00804300325741632;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;NA
40aaeee2ca17944e79c54567451246bc;0.00491823435386696;0;0;0;0;0.0251735929010468;0.0364135458390521;0;0;0;0;0.0149928248623873;0;0;0;0;0;0;0;0;0;0.00796537716060856;0.00402150162870816;0.00997264645543652;0;0.00525072197427146;0.0153956122505086;0;0.0109875352516756;0;0;0;0.0136826982280906;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;NA
94ef6f4321cdc0d7db09c0c723e307fc;0.0110660272962007;0;0.327392814439447;0.0589941497468168;0.0329882257409663;0;0;0;0;0;0;0;0.00967804374475772;0;0;0.00799248706216157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
ed6be6f35c692c6166ff8442f30ba282;0.0159842616500676;0;0.563685019643569;0;0;0;0;0;0;0.0239229246862835;0.00712276078207913;0.0128509927391891;0.0419381895606168;0.0109376281753302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA
fb87462572fc5566450774faba6bb877;0;0;0.00854068211581165;0;0.0228380024360536;0.0188801946757851;0.0364135458390521;0.0154126743558787;0;0.0195733020160501;0.00890345097759892;0;0.00806503645396477;0;0;0.0159849741243231;0.00613506342121812;0;0;0.00941548659234709;0;0.01858588004142;0.00402150162870816;0.0128219740141327;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;NA
de591a1c1111e5a4fb1078d988982659;0.00860691011926718;0;0.159426066161817;0.0983235829113613;0.0913520097442144;0.113281168054711;0.159659393294305;0.0693570346014539;0.0734007114222799;0.121789434766534;0.151358666619182;0.0257019854783782;0.07097232079489;0.0259768669164092;0;0;0.00766882927652265;0.0123252890280277;0;0.0112985839108165;0;0;0;0;0.00637257244818302;0;0;0;0;0;0.0068014872585472;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;NA
262259af1422a097100b3380887e9d04;0;0;0.232021864146216;0;0;0;0;0;0;0.0195733020160501;0;0;0;0.00410161056574882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013858861355951;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;NA
7854da004130b608c6b43e3741c5b925;0.122955858846674;0.0901457786019677;0.00996412913511359;0;0;0;0;0;0;0;0;0;0.0225821020711014;0.00546881408766509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;NA
6df01be392785b7c5e5e64515e6f56ae;0.0713143981310709;0.0592386545098645;0;2.87104862101175;1.6747868453106;0.608361828441964;0.55460631354864;0.395591975134219;0.082811059040521;0;0.211902133266854;0.0835314528047292;0.54035744241564;0.166798829673785;0.155956874533825;0.0659380182628329;0.0306753171060906;0.0369758670840831;0.0172797373479923;0.0244802651401024;0.0125097732603597;0.01858588004142;0.0348530141154707;0.0512878960565307;0.0462011502493269;0.0275662903649252;0.0274921647330511;0.0593863411415374;0.0708085605107983;0.0541145062953209;0.0544118980683776;0.0886967126780864;0.0752548402544982;d__Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;NA
72dcbb984f483da885f474228138c569;0.147547030616009;0.115901715345387;0.0412799635597563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00564929195540826;0;0;0.00536200217161088;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia;NA
